,Comment,Climate
1008,"Men hvis vi kigger lidt længere frem ud over 2030, er problemet jo lige præcis, at den her gasledning fastlåser forbruget af fossile brændsler i de næste 30 år. Det er jo et meget langt perspektiv. Der vil jeg gerne høre energiministeren: Helt ærligt, er det hensigtsmæssigt, at Polen skal få så stor en andel af sit energiforbrug fra fossile brændsler, fra naturgas i 2040 for eksempel, som det her jo lægger op til? Er det hensigtsmæssigt i forhold til at nå den grønne omstilling? ",1
1009,"Endnu en gang tak til fru Eva Flyvholm. Det her er hensigtsmæssigt i forhold til Polens grønne omstilling. Det er det, fordi det her er en trædesten, i forhold til at Polen kan finde en løsning, som er langt mere miljørigtig, som har en langt lavere CO 2 -belastning, og som samtidig også i forhold til at investere i vedvarende energi kan skabe ro omkring den polske energiforsyning, for det er en udfordring i Polen. Polen står et andet sted end Danmark, når det handler om energipolitik og andelen af vedvarende energi, og derfor kan det her bidrage. Jeg ved også fra min polske kollega, at Polen er meget langt fremme med planer om at supplere den her investering med investeringer i vind og måske endda også i sol og andre former for vedvarende energi. ",0
1010,"Tak for det. Vi vil se frem til at få tidsplanen. Det er jo vigtigt at have klart. Men jeg synes bare, at det for mit vedkommende er ude af proportioner, at så mange mennesker bliver udsat for gener på grund af rørledningen, når det netop ikke på længere sigt kommer til at være en bæredygtig energikilde. Jeg anerkender fuldstændig det, ministeren siger med, at det lige nu er en forbedring i forhold til kul, men vi snakker altså om en investering, der rækker mere end 30 år ud i fremtiden, og det her vil simpelt hen fastholde Polen i et fossilt energiforbrug, som ikke hjælper os i mål i forhold til den grønne omstilling, vi skal have, og som er en stor gene for rigtig, rigtig mange borgere i de kommuner, der bliver berørt. Det synes jeg vi skulle have gjort anderledes. ",0
1011,"Man kunne have konstrueret det på hundrede andre måder, så det havde fået et eller andet formål ud over at forgylde de rigeste. Man kunne have skåret det til, så det for eksempel er dem med en indkomst under et eller andet beløb, der kan bruge det her. Vi kunne have skåret det til, så det havde en social profil. Det kunne være blevet skåret til, så det hjalp den bundne opgave, som vi har, nemlig en grøn omstilling. Eller det kunne have været en anden samfundsmæssig gevinst, man kunne have fået ud af det her. Intet af det er der her. Det eneste er bare, som herre Rune Lund fra Enhedslisten sagde, at det er den allerallerrigeste del af befolkningen, det her kommer til gode. ",0
1012,"Altså, jeg er nødt til at fastholde, at den rapport jo også siger, at der er potentiale, altså akkumuleret 14 millioner tons i 2030. Jeg spørger igen, ministeren nævnte det selv: Kan man gøre noget på foderområdet? Ja, det kan man. Ved man allerede noget om, hvad man skal gøre? Ja, det ved man. Skulle vi så ikke komme i gang med det? Det kan man jo godt gøre, samtidig med at man forsker i, hvad der ellers skal ske. Ministeren nævner selv handelsgødningen som en udfordring. Lattergassen derfra er jo 9 procent af landbrugets samlede drivhusgasudledninger. Så jeg kunne godt tænke mig at høre: Er det rigtigt forstået, at ministeren ikke mener, der er noget, vi kan gøre på nuværende tidspunkt i forhold til landbruget, andet end at skyde dyrene? ",0
1013,"Som jeg sagde før, er der mange forhold, der spiller ind, teknologiudviklingen blandt andet Men med det her er der sendt et klart og tydeligt signal til bilindustrien – ikke bare fra Danmark, men også fra en række andre europæiske lande – at man vil lavemissionsbiler, elbiler, hybridbiler, biler, som kører på biobrændstof, og i det hele taget biler med et lavt energiforbrug. Jeg tror, det er vigtigt, at vi sender det klare og tydelige signal. Så er det klart, at der da vil blive behov for løbende at vurdere og tilpasse den her indsats, men uanset hvad vi gør i Danmark, tror jeg ikke vi alene kommer til at drive udviklingen af det her. Vi kan lægge et pres på bilindustrien, og det gør vi. ",1
1014,"Tak for spørgsmålet. Datacentrene er både en chance og en mulighed og også en udfordring for os. Jeg er bestemt ikke afvisende over for, at der bliver brug for yderligere udbygning med havvind frem mod år 2030. Jeg har også i den dialog, jeg har haft med ejerne af datacentrene, klart indikeret over for dem, at hvis man ønsker at placere sig i Danmark, har man også et ansvar for at håndtere den mængde af grøn strøm, som man modtager på det enkelte center, og herunder også at kunne og burde investere i udbygningen med vedvarende energi, og det ved jeg også flere af centrene har fokus på. ",0
1015,"Tak til herre Jens Joel. Jeg skal nok presse på for, at herre Jens Joel får det pågældende svar så hurtigt som overhovedet muligt. Når jeg svarer på spørgsmål, svarer jeg jo efter den bedste viden, jeg har på det pågældende tidspunkt. Og det er klart, at den meget, meget varme sommer jo betød, at der var lange perioder, hvor vindmøllerne stod stille og der var brug for import af strøm for at sikre forsyningssikkerheden. Det er jo klart, at når man skal importere strøm, er der mulighed for, at den strøm, man importerer, ikke nødvendigvis er baseret på vedvarende grøn energi. Det var den ikke for en dels vedkommende, og det betød så for det enkelte år, at der var en stigende CO 2 -udledning. ",0
1016,"Jeg er glad for, at borgerne i Hvidovre har et godt liv og kan se nogle vindmøller, som er med til at producere deres energi. Nu blev der nævnt i det forslag til vedtagelse, som ordføreren læste op, at man blandt andet fremhævede det her med 55 procent vedvarende energi i 2030. Nu har vi jo en rapport fra Klimarådet som gør opmærksom på, at kommer de her datacentre, er vi sådan set nødt til at udbygge med to ekstra, store havvindmølleparker. Jeg kunne godt tænke mig at høre ordførerens holdning til at leve op til de 55 procent VE i 2030, som bliver fremhævet i forslaget til vedtagelse, og om ordføreren så er med på, at der skal bygges to ekstra havvindmølleparker inden 2030. ",1
1017,"Tak for spørgsmålet. Jeg glæder mig også til på tirsdag og håber jo, at vi når at få endnu en god samtale om Viking Link og andre energipolitiske aspekter. Regeringen tager klimaudfordringen ganske alvorligt – det skal der ikke herske tvivl om – men jeg noterer mig også med den redegørelse, som FN's klimapanel kom med i sommers, at de helt klart og tydeligt siger, at der er brug for at handle, men at der stadig væk er tid at handle i, og at der stadig væk, hvis man ellers får hele verden med og får gjort en indsats, også er mulighed for at imødegå de alvorlige konsekvenser af klimaforandringen og holde temperaturstigningen på 1,5 grader. ",1
1018,"Jeg forstår godt, hvorfor herre Morten Østergaard lige tager det her op, for jeg oplever også, at DF måske bruger coronakrisen lidt til at forsøge at reducere på CO₂-målsætningen. I hvert fald sagde herre Morten Messerschmidt her den anden dag i salen, at man burde reducere udledningstallet til 60 procent Og der vil jeg bare minde DF om, at når vi er færdige med coronakrisen, vender vi os mod en anden krise, som også er dybt, dybt seriøs, og det ville være utidigt at begynde at udnytte coronakrisen til at sige, at vi skal reducere CO₂-målet, i forhold til den næste krise, der venter os, som jo er en krise, hvor vi for så vidt er forbi point of no return – nu er det damage control. Så derfor vil jeg bare sige: Lad være med at udnytte coronakrisen til at reducere CO₂-målet i 2030. ",1
1019,"Til valget gav befolkningen os et meget klart mandat. Brems klimaforandringerne, lav handling, gør noget nu. Og det gør vi ikke, hvis ikke vi kigger længere end ud over vores egen næsetip. Det synes jeg også ministeren har anerkendt i sit svar. Det er jeg rigtig glad for. For vi kan jo være stolte af meget i Danmark – af vindmøller, varmepumper, fjernvarme, alt det gode, vi gør og eksporterer. Men vi har altså også et aftryk ude i verden, som har været alt for usynligt, og som er meget større. Derfor vil jeg også spørge ministeren her til sidst: Hvornår kommer vi i gang med de forhandlinger om det internationale spor, om vores aftryk ude i verden? Det er jo noget, der virkelig haster, for som jeg tidligere har berettet, er de udledninger virkelig betragtelige. ",0
1020,"Tak. Jeg vil gerne spørge ministeren: Er ministeren enig i, at dansk landbrug skal tage ansvar for den enorme drivhusgasudledning, der er forbundet med Danmarks import af soja til grisefoder fra Sydamerika, og som Københavns Universitet netop har vist er 60 procent højere end den udledning, landbrugserhvervet samlet set har herhjemme hvert år, og er ministeren enig i, at der også skal tages hånd om denne udledning, når der skal forhandles en klimahandlingsplan for landbruget, og at anbefalingerne fra Klimapartnerskabet for Fødevare- og Landbrugssektoren til reduktion af drivhusgasser dermed ikke er dækkende? ",0
1021,"Tak for det svar. Det er jo fuldstændig rigtigt, at nulemissionszoner ikke var en del af betænkningen, men om ikke andet synes jeg, det kunne være interessant at kigge nærmere på muligheden for at indføre det og også komme i dybden med den idé. For når ministeren nu synes, det er en spændende idé og sådan, kunne det være fedt at få det overblik, som ministeren synes man mangler, for så kunne det jo være, at vi kunne træffe de beslutninger. Og ja, det er fuldstændig rigtigt, vi er ret utålmodige i SF i forhold til det her, så jeg håber, der snart sker noget mere på det her område. ",0
1022,"Tak for det. Nu forholder jeg mig jo til det beslutningsforslag, der ligger, og dermed også den idé, der er i forhold til nulemissionszoner dér, og der kan jeg jo bare konstatere, at der stadig er rigtig mange spørgsmål. Derfor vil jeg heller ikke stå og afvise en netop spændende idé, hvis det er sådan, at man kunne finde en god model for det. Det er også bare for at sige, at vi i Socialdemokratiet helt fra starten af, hvor det her har været præsenteret som en tanke, har haft en række spørgsmål. Og det har vi så fortsat, men jeg er også meget indstillet på, hvis forslagsstilleren eller andre har gode eksempler fra andre byer eller andet, man kan kigge på, at vi så kan gøre det sammen. ",0
1023,"Det er egentlig bare for at gøre herre Marcus Knuth opmærksom på, at Det Konservative Folkeparti jo indgår i flertallet omkring indretningen af miljøzoner i Københavns Kommune, altså i det ændringsforslag, som vi har vedtaget, til Københavns Kommunes kommuneplan. Det er rigtigt, at De Konservative ikke deltager i det flertal, der har lavet et ændringsforslag omkring nulemissionszoner, men altså i det andet. Og jeg vil ikke sådan udvikle en større polemik, når miljøordføreren ikke er her, men bare gøre opmærksom på, at der altså er en undren over, at man i Københavns Kommune stemmer for noget egentlig tilsvarende, bortset fra – erkendt – det med nulemissionszoner, men at det gør man tilsyneladende ikke i Folketinget. ",0
1024,"Tak. Nu fører ordføreren jo selv debatten ind på, hvorvidt vi skal spise mere plantebaseret i Danmark. Nu er Danmark jo det land i verden sammen med Bangladesh, som har det største landbrug. Sidst jeg tjekkede tallene, var det 60 procent af Danmark, der er dækket af landbrug, og det var 80 procent af det, vi producerer, som vi fylder i dyr – altså giver dyr at spise, så vi senere kan spise deres kød. Og lige præcis kødproduktionen er en af de allerallerstørste CO₂-syndere, vi overhovedet har. Nu kommer spørgsmålet: Mener ordføreren, at vi kan nå den målsætning om at reducere CO₂-udledning med 70 procent i 2030, en målsætning, Venstre selv har skrevet under på, hvis vi fortsætter med at spise lige så meget kød, som vi gør nu? ",0
